1000,[ 0.87514699  0.40260801]
1001,[ 0.35722747  0.15236518]
1002,[ 0.58387625  0.55635643]
1003,[ 0.58427161  0.61384171]
1004,[ 0.51606375  0.56403631]
1005,[ 0.49352226  0.46917978]
1006,[ 0.53376305  0.55069953]
1007,[ 0.49162692  0.45915997]
1008,[ 0.48663008  0.23565245]
1009,[ 0.49928203  0.26286465]
1010,[ 0.4611648   0.54113197]
1011,[ 0.51823437  0.60449457]
1012,[ 0.45693973  0.57817894]
1013,[ 0.47516686  0.52179199]
1014,[ 0.44017223  0.31302315]
1015,[ 0.45893213  0.36346155]
1016,[ 0.41436243  0.46027416]
1017,[ 0.6723184  0.3288385]
1018,[ 0.66453284  0.50066274]
1019,[ 0.5727585   0.37832016]
1020,[ 0.56993848  0.42339021]
1021,[ 0.60072893  0.41909841]
1022,[ 0.61704206  0.25677779]
1023,[ 0.58978796  0.20377305]
1024,[ 0.56099552  0.5122999 ]
1025,[ 0.50928617  0.74002433]
1026,[ 0.50261354  0.45596355]
1027,[ 0.47835004  0.46384919]
1028,[ 0.54086387  0.58007836]
1029,[ 0.48412713  0.47459617]
1030,[ 0.47129527  0.35881543]
1031,[ 0.56649709  0.33194029]
1032,[ 0.58597618  0.38299909]
1033,[ 0.63640189  0.3370485 ]
1034,[ 0.63122463  0.37564412]
1035,[ 0.56720573  0.25760162]
1036,[ 0.5082773   0.09500283]
1037,[ 0.4860234  0.1941883]
1038,[ 0.5236544   0.51220459]
1039,[ 0.5974772   0.59059697]
1040,[ 0.62843204  0.35933608]
1041,[ 0.64245844  0.50104946]
1042,[ 0.55864418  0.75606287]
1043,[ 0.36848325  0.39426336]
1044,[ 0.57983494  0.36830688]
1045,[ 0.46334371  0.52993089]
1046,[ 0.44789755  0.49287814]
1047,[ 0.61003667  0.39531374]
1048,[ 0.56184262  0.4540014 ]
1049,[ 0.42455602  0.3545962 ]
1050,[ 0.47798806  0.21767008]
1051,[ 0.41263351  0.21709803]
1052,[ 0.54736453  0.33984986]
1053,[ 0.50626183  0.38901737]
1054,[ 0.62280482  0.26278123]
1055,[ 0.66763359  0.34420508]
1056,[ 0.678792    0.46381849]
1057,[ 0.69464457  0.52022922]
1058,[ 0.58806664  0.48777431]
1059,[ 0.47544104  0.37564978]
1060,[ 0.50211495  0.35074294]
1061,[ 0.39391056  0.62774676]
1062,[ 0.36319155  0.64677083]
1063,[ 0.52361703  0.44220024]
1064,[ 0.54559457  0.40946835]
1065,[ 0.42785507  0.3853769 ]
1066,[ 0.54910421  0.40466449]
1067,[ 0.59542787  0.37842381]
1068,[ 0.56518233  0.28695548]
1069,[ 0.58330154  0.24504237]
1070,[ 0.54646599  0.27381665]
1071,[ 0.56670988  0.25482836]
1072,[ 0.62761998  0.27602798]
1073,[ 0.66776484  0.38018426]
1074,[ 0.72586018  0.54896098]
1075,[ 0.71465504  0.65470558]
1076,[ 0.52088606  0.53112447]
1077,[ 0.35345447  0.36212605]
1078,[ 0.61069047  0.41687384]
1079,[ 0.39055189  0.72222888]
1080,[ 0.46254888  0.56038904]
1081,[ 0.59700918  0.41180295]
1082,[ 0.52297783  0.46443775]
1083,[ 0.48417604  0.38971698]
1084,[ 0.53421861  0.33560115]
1085,[ 0.53366065  0.33651802]
1086,[ 0.55346394  0.32377449]
1087,[ 0.5812335   0.29560775]
1088,[ 0.58323461  0.26408684]
1089,[ 0.58548969  0.2601316 ]
1090,[ 0.61371028  0.29537231]
1091,[ 0.66211951  0.35823211]
1092,[ 0.69222009  0.44975758]
1093,[ 0.66083241  0.54096633]
1094,[ 0.54004133  0.52822435]
1095,[ 0.43612093  0.40906551]
1096,[ 0.52124131  0.39595073]
1097,[ 0.46963853  0.65309036]
1098,[ 0.43821821  0.57429487]
1099,[ 0.58701605  0.44637617]
