1000,[ 0.1931203   0.01551622]
1001,[ 0.37593803  0.79515642]
1002,[ 0.26729885  0.62283611]
1003,[ 0.59514314  0.45267531]
1004,[ 0.63085747  0.46483588]
1005,[ 0.54763329  0.35844707]
1006,[ 0.41103485  0.48618868]
1007,[ 0.35507613  0.64657831]
1008,[ 0.30157119  0.52541   ]
1009,[ 0.56338507  0.24996604]
1010,[ 0.83517957  0.49015149]
1011,[ 0.27194852  0.59605974]
1012,[ 0.22104186  0.32079336]
1013,[ 0.51324624  0.36253864]
1014,[ 0.68708253  0.64655918]
1015,[ 0.81944221  0.60691857]
1016,[ 0.71834612  0.51675534]
1017,[ 0.42824388  0.39092943]
1018,[ 0.43095168  0.60247064]
1019,[ 0.4448995   0.53988391]
1020,[ 0.38971019  0.60634178]
1021,[ 0.61635572  0.60915565]
1022,[ 0.71282017  0.28307527]
1023,[ 0.38769364  0.30730438]
1024,[ 0.38574934  0.62722033]
1025,[ 0.56112349  0.73169583]
1026,[ 0.44597775  0.56511474]
1027,[ 0.33287603  0.3687939 ]
1028,[ 0.43086842  0.43303978]
1029,[ 0.33731687  0.51871645]
1030,[ 0.39754248  0.68065673]
1031,[ 0.60657758  0.54809451]
1032,[ 0.51214385  0.31275392]
1033,[ 0.49182817  0.26487324]
1034,[ 0.49975127  0.15646532]
1035,[ 0.22442639  0.46512061]
1036,[ 0.27403778  0.59885103]
1037,[ 0.1516372   0.41823444]
1038,[ 0.4634462   0.53929883]
1039,[ 0.62837464  0.11650252]
1040,[ 0.5039264   0.46697873]
1041,[ 0.35046703  0.72382033]
1042,[ 0.6217562   0.65896845]
1043,[ 0.54341406  0.50442523]
1044,[ 0.3803046   0.51970541]
1045,[ 0.49136677  0.65460467]
1046,[ 0.42991555  0.67706448]
1047,[ 0.51180518  0.45842206]
1048,[ 0.6821996   0.53559655]
1049,[ 0.54401439  0.45128483]
1050,[ 0.49664599  0.40556395]
1051,[ 0.51248866  0.71619749]
1052,[ 0.55842727  0.71404517]
1053,[ 0.5084852   0.39561126]
1054,[ 0.63596511  0.4261148 ]
1055,[ 0.63029391  0.64387578]
1056,[ 0.51275349  0.497724  ]
1057,[ 0.46886757  0.46310881]
1058,[ 0.49796438  0.41353059]
1059,[ 0.51740324  0.42626765]
1060,[ 0.54591393  0.50491756]
1061,[ 0.5618065  0.5166772]
1062,[ 0.57377261  0.48181903]
1063,[ 0.56855094  0.42305708]
1064,[ 0.51178575  0.3926388 ]
1065,[ 0.50107437  0.46910661]
1066,[ 0.58388025  0.57774401]
1067,[ 0.67180693  0.67963505]
1068,[ 0.73398978  0.74003386]
1069,[ 0.7907114   0.73590815]
1070,[ 0.82628536  0.72216982]
1071,[ 0.64304328  0.59579581]
1072,[ 0.51077741  0.58589876]
1073,[ 0.65087211  0.65281546]
1074,[ 0.59206319  0.46204329]
1075,[ 0.58628428  0.38675749]
1076,[ 0.53255677  0.48316345]
1077,[ 0.43684646  0.69375575]
1078,[ 0.46901751  0.72597575]
1079,[ 0.56441295  0.52837396]
1080,[ 0.62177742  0.44812316]
1081,[ 0.77387512  0.46121499]
1082,[ 0.82171398  0.72039288]
1083,[ 0.76454401  0.94641304]
1084,[ 0.44659242  0.83045673]
1085,[ 0.23501235  0.81408942]
1086,[ 0.24812417  0.34656677]
1087,[ 0.32001835  0.37340361]
1088,[ 0.60904723  0.59640628]
1089,[ 0.58153224  0.27120408]
1090,[ 0.23993021  0.42244461]
1091,[ 0.12728196  0.5289712 ]
1092,[ 0.46671814  0.81678241]
1093,[ 0.3396427   0.80395579]
1094,[ 0.32157403  0.56607461]
1095,[ 0.51713616  0.43950188]
1096,[ 0.25643587  0.80111897]
1097,[ 0.30210012  0.62423044]
1098,[ 0.48629454  0.31205606]
1099,[ 0.4433246   0.35102963]
