logAggregationStatus,runningContainers,allocatedVCores,clusterId,jobId,amContainerLogs,submissionTime,finalStatus,startedTime,numCompletedTasks,queueUsagePercentage,numCompletedStages,finishedTime,numAMContainerPreempted,numSkippedStages,preemptedResourceVCores,id,priority,unmanagedApplication,state,numNonAMContainerPreempted,progress,trackingUI,status,preemptedResourceMB,memorySeconds,numFailedStages,elapsedTime,trackingUrl,allocatedMB,completionTime,numSkippedTasks,clusterUsagePercentage,numActiveTasks,amHostHttpAddress,amNodeLabelExpression,numFailedTasks,applicationTags,name,numActiveStages,queue,vcoreSeconds,applicationType,diagnostics,numTasks,user
NOT_START,-1,-1,1509436254805,8,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:29.228GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:29.352GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,7,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:29.068GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:29.194GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,6,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:28.882GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:29.036GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,5,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:28.319GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:28.837GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,4,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:28.155GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:28.290GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,3,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:27.966GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:28.125GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,2,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:27.811GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:27.934GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,1,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:27.532GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:27.718GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,0,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,2017-10-31T05:42:19.140GMT,SUCCEEDED,1509428519787,8,0.0,2,1509428550836,0,0,0,application_1509343490195_0025,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,181930,0,31049,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,-1,2017-10-31T05:42:26.214GMT,0,0.0,0,hdp204.cancer.com:8042,,0,,SimpleTextClassificationPipeline,0,spark,71,SPARK,null,8,root
NOT_START,-1,-1,1509436254805,59,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0002_01_000001/root,2017-10-30T06:36:07.834GMT,SUCCEEDED,1509345312128,1,0.0,1,1509345370172,0,1,0,application_1509343490195_0002,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,283751,0,58044,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0002/,-1,2017-10-30T06:36:07.860GMT,10,0.0,0,hdp203.cancer.com:8042,,0,,org.apache.spark.examples.streaming.QueueStream,0,hive,137,SPARK,null,11,root
NOT_START,-1,-1,1509436254805,58,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0002_01_000001/root,2017-10-30T06:36:07.740GMT,SUCCEEDED,1509345312128,11,0.0,2,1509345370172,0,0,0,application_1509343490195_0002,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,283751,0,58044,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0002/,-1,2017-10-30T06:36:07.829GMT,0,0.0,0,hdp203.cancer.com:8042,,0,,org.apache.spark.examples.streaming.QueueStream,0,hive,137,SPARK,null,11,root
NOT_START,-1,-1,1509436254805,57,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0002_01_000001/root,2017-10-30T06:36:07.711GMT,SUCCEEDED,1509345312128,1,0.0,1,1509345370172,0,1,0,application_1509343490195_0002,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,283751,0,58044,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0002/,-1,2017-10-30T06:36:07.735GMT,10,0.0,0,hdp203.cancer.com:8042,,0,,org.apache.spark.examples.streaming.QueueStream,0,hive,137,SPARK,null,11,root
NOT_START,-1,-1,1509436254805,56,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0002_01_000001/root,2017-10-30T06:36:07.622GMT,SUCCEEDED,1509345312128,11,0.0,2,1509345370172,0,0,0,application_1509343490195_0002,0,False,FINISHED,0,100.0,History,SUCCEEDED,0,283751,0,58044,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0002/,-1,2017-10-30T06:36:07.707GMT,0,0.0,0,hdp203.cancer.com:8042,,0,,org.apache.spark.examples.streaming.QueueStream,0,hive,137,SPARK,null,11,root
